Afghanistan,1990,hydro,764,"Kilowatt-hours, million"
Afghanistan,1990,thermal_electricity,364,"Kilowatt-hours, million"
Afghanistan,1990,total_electricity,6937,"Kilowatt-hours, million"
Afghanistan,1991,hydro,690,"Kilowatt-hours, million"
Afghanistan,1991,thermal_electricity,325,"Kilowatt-hours, million"
Afghanistan,1991,total_electricity,6230,"Kilowatt-hours, million"
Afghanistan,1992,hydro,478,"Kilowatt-hours, million"
Afghanistan,1992,thermal_electricity,225,"Kilowatt-hours, million"
Afghanistan,1992,total_electricity,4744,"Kilowatt-hours, million"
Afghanistan,1993,falling_water,0,"Kilowatt-hours, million"
Afghanistan,1993,hydro,475,"Kilowatt-hours, million"
Afghanistan,1993,thermal_electricity,220,"Kilowatt-hours, million"
Afghanistan,1993,total_electricity,5770,"Kilowatt-hours, million"
Afghanistan,1994,hydro,472,"Kilowatt-hours, million"
Afghanistan,1994,thermal_electricity,215,"Kilowatt-hours, million"
Afghanistan,1994,total_electricity,5696,"Kilowatt-hours, million"
Afghanistan,1995,falling_water,0,"Kilowatt-hours, million"
Afghanistan,1995,hydro,466,"Kilowatt-hours, million"
Afghanistan,1995,thermal_electricity,209,"Kilowatt-hours, million"
Afghanistan,1995,total_electricity,5578,"Kilowatt-hours, million"
Afghanistan,1996,hydro,475,"Kilowatt-hours, million"
Afghanistan,1996,thermal_electricity,200,"Kilowatt-hours, million"
Afghanistan,1996,total_electricity,5528,"Kilowatt-hours, million"
Afghanistan,1997,hydro,485,"Kilowatt-hours, million"
Afghanistan,1997,thermal_electricity,185,"Kilowatt-hours, million"
Afghanistan,1997,total_electricity,5442,"Kilowatt-hours, million"
Afghanistan,1998,hydro,495,"Kilowatt-hours, million"
Afghanistan,1998,thermal_electricity,170,"Kilowatt-hours, million"
Afghanistan,1998,total_electricity,5381,"Kilowatt-hours, million"
Afghanistan,1999,hydro,505,"Kilowatt-hours, million"
Afghanistan,1999,thermal_electricity,180,"Kilowatt-hours, million"
Afghanistan,1999,total_electricity,5541,"Kilowatt-hours, million"
Afghanistan,2000,hydro,515.700012207031,"Kilowatt-hours, million"
Afghanistan,2000,thermal_electricity,172,"Kilowatt-hours, million"
Afghanistan,2000,total_electricity,5563.50006103516,"Kilowatt-hours, million"
Afghanistan,2001,hydro,503.200012207031,"Kilowatt-hours, million"
Afghanistan,2001,thermal_electricity,187.899993896484,"Kilowatt-hours, million"
Afghanistan,2001,total_electricity,5589.49993896484,"Kilowatt-hours, million"
Afghanistan,2002,hydro,571,"Kilowatt-hours, million"
Afghanistan,2002,thermal_electricity,151.199996948242,"Kilowatt-hours, million"
Afghanistan,2002,total_electricity,5857.00004887581,"Kilowatt-hours, million"
Afghanistan,2003,hydro,647,"Kilowatt-hours, million"
Afghanistan,2003,thermal_electricity,329,"Kilowatt-hours, million"
Afghanistan,2003,total_electricity,7832,"Kilowatt-hours, million"
Afghanistan,2004,hydro,565,"Kilowatt-hours, million"
Afghanistan,2004,thermal_electricity,215,"Kilowatt-hours, million"
Afghanistan,2004,total_electricity,6786,"Kilowatt-hours, million"
Afghanistan,2005,hydro,671,"Kilowatt-hours, million"
Afghanistan,2005,thermal_electricity,235,"Kilowatt-hours, million"
Afghanistan,2005,total_electricity,7484,"Kilowatt-hours, million"
Afghanistan,2006,hydro,646,"Kilowatt-hours, million"
Afghanistan,2006,thermal_electricity,267,"Kilowatt-hours, million"
Afghanistan,2006,total_electricity,9621,"Kilowatt-hours, million"
Afghanistan,2007,hydro,684,"Kilowatt-hours, million"
Afghanistan,2007,thermal_electricity,266,"Kilowatt-hours, million"
